day,minute,order_id,courier_id,regime,pickup_dist_km,order_dist_km,tw_end,delivered_predicted,delivered_actual,slack_min,noise_min,on_time,on_time_8b,method
7,768,440744,1601.0,1,0.048,1.37,802,784.15,784.15,17.85,0.0,1,1,astar_fixed
7,768,467190,544.0,1,1.022,0.939,797,789.19,789.19,7.81,0.0,1,1,astar_fixed
7,768,519160,272.0,1,0.574,0.574,799,781.84,795.19,3.81,13.34,1,1,astar_fixed
7,768,454021,637.0,1,0.087,0.891,798,780.38,780.38,17.62,0.0,1,1,astar_fixed
7,768,345852,2082.0,1,0.083,0.644,798,782.86,784.9,13.1,2.04,1,1,astar_fixed
7,770,91930,958.0,1,0.219,0.963,799,784.13,785.61,13.39,1.48,1,1,astar_fixed
7,770,438039,828.0,1,0.264,1.623,800,795.62,796.38,3.62,0.76,1,1,astar_fixed
7,770,500969,1931.0,1,1.257,1.231,799,795.33,807.1,-8.1,11.77,0,0,astar_fixed
7,770,563251,2514.0,1,0.579,0.857,799,786.7,790.48,8.52,3.78,1,1,astar_fixed
7,770,191690,2426.0,1,0.325,1.028,800,785.6,794.45,5.55,8.85,1,1,astar_fixed
7,772,95103,2717.0,1,0.281,0.862,802,792.13,799.89,2.11,7.75,1,1,astar_fixed
7,772,110320,1329.0,1,0.292,0.75,802,784.93,784.93,17.07,0.0,1,1,astar_fixed
7,772,312728,830.0,1,0.411,2.254,806,805.9,805.9,0.1,0.0,1,1,astar_fixed
7,772,550422,637.0,1,0.15,1.744,806,800.62,805.79,0.21,5.17,1,1,astar_fixed
7,772,498340,1601.0,1,0.049,0.328,802,791.38,791.38,10.62,0.0,1,1,astar_fixed
7,772,432645,1282.0,1,0.301,1.706,802,793.21,798.7,3.3,5.5,1,1,astar_fixed
7,772,414060,3393.0,1,0.145,0.566,803,789.45,803.21,-0.21,13.75,0,1,astar_fixed
7,772,143689,1299.0,1,0.14,0.468,802,790.29,790.29,11.71,0.0,1,1,astar_fixed
7,772,232775,745.0,1,0.377,0.661,802,795.25,795.25,6.75,0.0,1,1,astar_fixed
7,772,155768,1240.0,1,0.686,1.892,807,802.58,803.49,3.51,0.91,1,1,astar_fixed
7,772,340252,5.0,1,0.105,1.565,802,797.37,797.37,4.63,0.0,1,1,astar_fixed
7,774,343105,2149.0,1,0.763,1.679,805,798.93,798.93,6.07,0.0,1,1,astar_fixed
7,774,454023,1233.0,1,0.432,1.647,803,797.53,797.53,5.47,0.0,1,1,astar_fixed
7,774,365339,529.0,1,0.476,0.91,808,789.88,795.14,12.86,5.26,1,1,astar_fixed
7,774,356950,2854.0,1,0.785,0.983,803,793.16,793.16,9.84,0.0,1,1,astar_fixed
7,774,337435,2002.0,1,0.554,0.233,803,784.74,795.34,7.66,10.6,1,1,astar_fixed
7,774,131551,1746.0,1,0.282,0.346,803,793.7,793.7,9.3,0.0,1,1,astar_fixed
7,774,218364,1538.0,1,0.714,1.282,803,795.11,799.26,3.74,4.16,1,1,astar_fixed
7,774,212424,958.0,1,0.261,0.319,803,793.1,793.1,9.9,0.0,1,1,astar_fixed
7,774,212422,2258.0,1,0.49,1.037,803,793.56,796.26,6.74,2.71,1,1,astar_fixed
7,774,241619,607.0,1,0.215,0.971,803,795.53,800.9,2.1,5.37,1,1,astar_fixed
7,774,131552,488.0,1,0.267,0.226,804,793.7,793.7,10.3,0.0,1,1,astar_fixed
7,774,281759,228.0,1,0.251,1.448,804,792.56,792.56,11.44,0.0,1,1,astar_fixed
7,774,381580,139.0,1,0.831,0.318,804,787.85,796.87,7.13,9.03,1,1,astar_fixed
7,774,387055,1947.0,1,0.081,0.128,804,779.79,780.68,23.32,0.89,1,1,astar_fixed
7,774,421998,1328.0,1,0.15,0.027,804,779.52,791.33,12.67,11.81,1,1,astar_fixed
7,776,487964,1674.0,1,0.528,0.185,805,786.11,786.11,18.89,0.0,1,1,astar_fixed
7,776,427311,3241.0,1,0.406,1.089,805,799.56,804.44,0.56,4.88,1,1,astar_fixed
7,776,91935,544.0,1,0.322,0.363,806,799.06,799.06,6.94,0.0,1,1,astar_fixed
7,776,359708,2191.0,1,0.672,0.154,805,787.08,787.08,17.92,0.0,1,1,astar_fixed
7,776,57440,1947.0,1,0.055,1.545,806,797.5,805.84,0.16,8.34,1,1,astar_fixed
7,776,134560,1771.0,1,0.085,2.306,812,800.5,802.52,9.48,2.02,1,1,astar_fixed
7,776,555590,1225.0,1,0.986,1.672,806,802.78,820.89,-14.89,18.11,0,0,astar_fixed
7,778,461861,987.0,1,1.066,0.659,808,796.78,808.63,-0.63,11.84,0,1,astar_fixed
7,778,493184,3345.0,1,0.682,1.824,807,803.72,822.5,-15.5,18.79,0,0,astar_fixed
7,778,521830,2514.0,1,0.063,0.917,807,799.1,799.1,7.9,0.0,1,1,astar_fixed
7,778,320982,1880.0,1,0.853,1.744,807,804.26,804.26,2.74,0.0,1,1,astar_fixed
7,778,191692,849.0,1,0.567,1.716,812,803.73,817.57,-5.57,13.83,0,1,astar_fixed
7,778,221280,1204.0,1,0.117,2.047,807,800.55,800.55,6.45,0.0,1,1,astar_fixed
7,778,66860,2662.0,1,0.119,1.083,808,799.98,803.23,4.77,3.25,1,1,astar_fixed
7,778,278909,4228.0,1,1.012,1.319,807,801.98,806.19,0.81,4.21,1,1,astar_fixed
7,778,125382,3347.0,1,0.263,0.246,808,786.36,787.71,20.29,1.35,1,1,astar_fixed
7,778,340256,2761.0,1,0.353,1.264,808,802.22,802.22,5.78,0.0,1,1,astar_fixed
7,778,373558,2144.0,1,0.233,0.343,808,786.94,791.95,16.05,5.01,1,1,astar_fixed
7,778,384290,1593.0,1,0.587,0.709,808,794.42,794.42,13.58,0.0,1,1,astar_fixed
7,778,524454,996.0,1,0.648,1.53,808,802.15,802.15,5.85,0.0,1,1,astar_fixed
7,780,281761,2050.0,2,0.079,0.493,809,794.29,802.12,6.88,7.83,1,1,astar_fixed
7,780,503635,2466.0,2,0.706,0.991,809,798.54,798.54,10.46,0.0,1,1,astar_fixed
7,780,318147,388.0,2,0.162,0.224,810,798.2,799.62,10.38,1.41,1,1,astar_fixed
7,780,35054,780.0,2,0.363,0.134,810,788.26,788.26,21.74,0.0,1,1,astar_fixed
7,780,176877,3384.0,2,0.171,1.41,810,806.04,806.04,3.96,0.0,1,1,astar_fixed
7,780,203465,489.0,2,0.808,0.659,811,796.57,798.24,12.76,1.67,1,1,astar_fixed
7,782,329195,3347.0,2,0.288,0.383,811,796.11,796.98,14.02,0.87,1,1,astar_fixed
7,782,152772,2252.0,2,0.2,0.565,812,799.24,801.09,10.91,1.85,1,1,astar_fixed
7,782,113390,416.0,2,0.378,2.761,817,812.91,812.98,4.02,0.07,1,1,astar_fixed
7,784,6179,2170.0,2,0.875,0.922,813,803.4,803.4,9.6,0.0,1,1,astar_fixed
7,784,76268,1282.0,2,0.226,0.773,813,805.77,808.9,4.1,3.13,1,1,astar_fixed
7,784,76269,2914.0,2,0.997,0.639,813,802.02,802.02,10.98,0.0,1,1,astar_fixed
7,784,88837,4770.0,2,0.162,2.17,814,807.99,811.56,2.44,3.57,1,1,astar_fixed
7,784,511458,2020.0,2,0.76,0.513,813,798.91,798.91,14.09,0.0,1,1,astar_fixed
7,784,519167,1724.0,2,0.203,2.039,818,811.02,813.37,4.63,2.34,1,1,astar_fixed
7,784,537655,820.0,2,0.982,1.081,814,805.69,806.26,7.74,0.58,1,1,astar_fixed
7,784,173889,5.0,2,0.178,0.304,814,805.5,807.43,6.57,1.93,1,1,astar_fixed
7,784,416718,2825.0,2,0.787,2.363,819,815.0,819.39,-0.39,4.39,0,1,astar_fixed
7,784,51171,3725.0,2,0.237,0.805,814,800.5,800.5,13.5,0.0,1,1,astar_fixed
7,784,113392,2258.0,2,0.103,0.847,814,805.7,807.38,6.62,1.68,1,1,astar_fixed
7,786,48028,2002.0,2,0.577,0.783,815,801.66,802.54,12.46,0.88,1,1,astar_fixed
7,786,334717,2106.0,2,0.133,0.102,816,792.01,797.38,18.62,5.37,1,1,astar_fixed
7,786,345859,1329.0,2,0.33,0.869,816,800.28,802.47,13.53,2.19,1,1,astar_fixed
7,786,467195,228.0,2,0.292,0.549,815,803.77,808.15,6.85,4.38,1,1,astar_fixed
7,786,334719,2426.0,2,0.172,0.515,816,795.89,795.89,20.11,0.0,1,1,astar_fixed
7,788,155770,2141.0,2,0.463,0.291,818,798.46,798.46,19.54,0.0,1,1,astar_fixed
7,788,454026,537.0,2,0.158,1.198,818,803.62,803.62,14.38,0.0,1,1,astar_fixed
7,788,480304,2717.0,2,0.121,0.947,818,805.29,805.29,12.71,0.0,1,1,astar_fixed
7,788,438046,939.0,2,0.201,1.127,818,805.33,807.21,10.79,1.88,1,1,astar_fixed
7,788,170902,2015.0,2,0.099,1.353,818,804.44,807.7,10.3,3.26,1,1,astar_fixed
7,788,315495,3347.0,2,0.164,0.175,818,803.02,803.02,14.98,0.0,1,1,astar_fixed
7,788,91944,2431.0,2,0.44,1.069,818,804.93,807.95,10.05,3.01,1,1,astar_fixed
7,788,422006,2191.0,2,0.561,2.277,828,816.32,816.32,11.68,0.0,1,1,astar_fixed
7,790,281768,3309.0,2,0.241,2.141,820,814.42,820.34,-0.34,5.92,0,1,astar_fixed
7,790,376305,2662.0,2,0.036,0.137,820,805.46,806.4,13.6,0.94,1,1,astar_fixed
7,790,113396,1204.0,2,0.05,0.234,821,806.99,806.99,14.01,0.0,1,1,astar_fixed
7,790,203472,3393.0,2,0.212,1.57,820,809.27,809.27,10.73,0.0,1,1,astar_fixed
7,792,292970,1601.0,2,0.29,1.843,826,814.28,814.28,11.72,0.0,1,1,astar_fixed
7,792,241624,1963.0,2,0.498,2.329,821,820.23,821.82,-0.82,1.59,0,1,astar_fixed
7,792,173891,2106.0,2,0.186,2.362,831,817.85,821.04,9.96,3.2,1,1,astar_fixed
7,792,76274,139.0,2,0.356,2.51,826,820.57,820.64,5.36,0.07,1,1,astar_fixed
7,792,185842,2150.0,2,0.114,0.335,822,799.85,799.85,22.15,0.0,1,1,astar_fixed
7,792,537659,1771.0,2,0.108,0.757,822,811.91,815.0,7.0,3.08,1,1,astar_fixed
7,792,359715,1299.0,2,0.263,1.456,822,810.73,811.51,10.49,0.78,1,1,astar_fixed
7,792,475075,1123.0,2,0.657,1.895,827,817.87,817.87,9.13,0.0,1,1,astar_fixed
7,792,477679,272.0,2,0.125,1.18,822,807.19,807.19,14.81,0.0,1,1,astar_fixed
7,792,490594,3278.0,2,0.589,1.212,822,811.44,815.45,6.55,4.0,1,1,astar_fixed
7,794,446016,1746.0,2,0.203,1.831,828,815.43,815.53,12.47,0.1,1,1,astar_fixed
7,794,255981,488.0,2,0.363,1.91,824,817.48,817.69,6.31,0.21,1,1,astar_fixed
7,794,140648,2426.0,2,0.133,0.547,824,805.72,806.54,17.46,0.81,1,1,astar_fixed
7,794,194622,1674.0,2,0.668,1.122,824,813.34,814.32,9.68,0.98,1,1,astar_fixed
7,794,264587,1556.0,2,0.768,0.372,825,807.77,810.76,14.24,2.99,1,1,astar_fixed
7,794,424739,1328.0,2,0.279,0.599,824,805.52,805.52,18.48,0.0,1,1,astar_fixed
7,794,485422,958.0,2,0.311,2.297,829,820.36,826.1,2.9,5.74,1,1,astar_fixed
7,796,35062,2015.0,2,0.042,0.905,826,816.56,818.92,7.08,2.36,1,1,astar_fixed
7,796,191699,2050.0,2,0.2,0.607,826,806.92,811.35,14.65,4.43,1,1,astar_fixed
7,796,348573,1593.0,2,0.721,1.588,825,819.79,819.82,5.18,0.03,1,1,astar_fixed
7,796,422010,745.0,2,0.121,0.635,825,806.48,809.36,15.64,2.88,1,1,astar_fixed
7,796,537661,3725.0,2,0.276,1.303,826,818.03,822.14,3.86,4.11,1,1,astar_fixed
7,796,229922,780.0,2,0.426,1.487,826,816.4,816.4,9.6,0.0,1,1,astar_fixed
7,796,137608,2002.0,2,0.108,0.173,826,808.07,809.37,16.63,1.29,1,1,astar_fixed
7,796,161887,828.0,2,0.263,1.713,826,816.93,819.6,6.4,2.66,1,1,astar_fixed
7,798,397932,489.0,2,0.678,1.146,827,817.63,817.63,9.37,0.0,1,1,astar_fixed
7,798,408747,501.0,2,0.849,1.831,827,824.98,828.05,-1.05,3.08,0,1,astar_fixed
7,798,524464,3309.0,2,0.066,0.061,827,819.5,819.5,7.5,0.0,1,1,astar_fixed
7,798,535006,2106.0,2,0.076,0.788,835,829.26,829.26,5.74,0.0,1,1,astar_fixed
7,798,438049,987.0,2,0.654,0.973,828,815.94,819.89,8.11,3.95,1,1,astar_fixed
7,798,381588,1947.0,2,0.579,0.574,828,811.88,811.88,16.12,0.0,1,1,astar_fixed
7,800,287412,2149.0,2,0.732,1.448,829,822.69,823.32,5.68,0.64,1,1,astar_fixed
7,800,194624,1538.0,2,0.077,0.962,829,812.91,812.91,16.09,0.0,1,1,astar_fixed
7,802,70004,607.0,2,1.14,1.42,836,827.94,830.1,5.9,2.16,1,1,astar_fixed
7,802,343113,4228.0,2,0.433,1.144,831,819.52,819.52,11.48,0.0,1,1,astar_fixed
7,802,408749,2150.0,2,0.263,0.216,831,810.11,810.11,20.89,0.0,1,1,astar_fixed
7,802,506220,388.0,2,0.224,0.359,831,810.99,810.99,20.01,0.0,1,1,astar_fixed
7,802,550432,637.0,2,0.136,0.449,831,811.02,815.4,15.6,4.38,1,1,astar_fixed
7,802,51175,2466.0,2,1.014,1.224,832,825.18,825.23,6.77,0.05,1,1,astar_fixed
7,802,131560,228.0,2,0.61,1.617,832,826.86,830.84,1.16,3.98,1,1,astar_fixed
7,802,212442,3241.0,2,0.958,2.439,842,835.12,835.12,6.88,0.0,1,1,astar_fixed
7,802,506221,226.0,2,1.152,1.78,836,831.13,831.13,4.87,0.0,1,1,astar_fixed
7,804,519173,849.0,2,0.403,0.715,835,817.59,821.53,13.47,3.95,1,1,astar_fixed
7,804,459258,2761.0,2,0.661,2.629,838,836.2,836.2,1.8,0.0,1,1,astar_fixed
7,804,443406,2854.0,2,0.104,2.082,833,826.74,830.64,2.36,3.9,1,1,astar_fixed
7,804,416726,3347.0,2,0.064,0.633,834,813.97,816.09,17.91,2.12,1,1,astar_fixed
7,804,185847,2144.0,2,0.343,2.023,839,828.28,833.17,5.83,4.89,1,1,astar_fixed
7,804,287415,1240.0,2,0.86,0.682,834,821.22,821.22,12.78,0.0,1,1,astar_fixed
7,804,273127,2020.0,2,0.12,0.817,833,816.04,816.92,16.08,0.89,1,1,astar_fixed
7,804,392475,2914.0,2,0.676,2.088,833,831.69,832.61,0.39,0.92,1,1,astar_fixed
7,804,140653,544.0,2,0.144,0.614,834,814.5,818.69,15.31,4.19,1,1,astar_fixed
7,806,301424,2662.0,2,0.059,0.854,836,817.83,817.83,18.17,0.0,1,1,astar_fixed
7,806,461868,2141.0,2,0.294,1.556,835,825.85,825.85,9.15,0.0,1,1,astar_fixed
7,806,22309,1282.0,2,0.839,1.212,836,827.58,827.58,8.42,0.0,1,1,astar_fixed
7,806,301425,1880.0,2,0.878,1.537,836,830.7,830.7,5.3,0.0,1,1,astar_fixed
7,806,9420,5.0,2,0.103,1.222,836,821.36,822.74,13.26,1.38,1,1,astar_fixed
7,806,182937,2426.0,2,0.128,1.243,836,821.75,826.55,9.45,4.8,1,1,astar_fixed
7,808,152781,2514.0,2,0.424,0.066,837,816.2,819.18,17.82,2.98,1,1,astar_fixed
7,808,493193,4770.0,2,0.039,1.426,837,824.56,824.56,12.44,0.0,1,1,astar_fixed
7,808,9422,2431.0,2,0.534,1.631,838,830.56,836.06,1.94,5.5,1,1,astar_fixed
7,808,446021,1204.0,2,0.187,0.128,839,814.7,821.52,17.48,6.82,1,1,astar_fixed
7,808,532331,745.0,2,0.393,0.61,838,820.6,820.6,17.4,0.0,1,1,astar_fixed
7,810,6189,820.0,2,0.633,0.247,839,821.54,822.14,16.86,0.6,1,1,astar_fixed
7,810,51178,939.0,2,0.416,0.35,839,820.56,821.11,17.89,0.55,1,1,astar_fixed
7,810,408751,3384.0,2,0.18,0.722,839,821.74,823.86,15.14,2.13,1,1,astar_fixed
7,810,535009,2258.0,2,0.949,1.06,839,831.22,835.99,3.01,4.76,1,1,astar_fixed
7,810,38234,2002.0,2,0.073,0.365,840,817.76,823.57,16.43,5.82,1,1,astar_fixed
7,810,182938,996.0,2,0.126,1.537,840,828.25,828.25,11.75,0.0,1,1,astar_fixed
7,810,334729,2050.0,2,0.171,1.091,840,824.82,824.82,15.18,0.0,1,1,astar_fixed
7,812,521846,1204.0,2,0.226,1.537,841,833.81,838.39,2.61,4.58,1,1,astar_fixed
7,812,498350,114.0,2,0.44,1.763,841,834.89,834.89,6.11,0.0,1,1,astar_fixed
7,812,485431,3345.0,2,0.19,1.505,843,830.53,831.01,11.99,0.48,1,1,astar_fixed
7,812,500985,537.0,2,0.185,2.527,852,839.25,839.25,12.75,0.0,1,1,astar_fixed
7,812,267433,1771.0,2,0.768,0.835,842,829.74,832.5,9.5,2.76,1,1,astar_fixed
7,812,179977,637.0,2,0.541,1.148,841,830.48,832.62,8.38,2.14,1,1,astar_fixed
7,812,91957,1329.0,2,0.403,2.203,846,838.33,838.33,7.67,0.0,1,1,astar_fixed
7,812,292978,3278.0,2,0.425,0.522,841,824.11,825.6,15.4,1.49,1,1,astar_fixed
7,812,63700,2662.0,2,0.093,0.704,842,828.66,830.43,11.57,1.78,1,1,astar_fixed
7,812,161890,2150.0,2,0.232,2.612,847,840.38,843.86,3.14,3.48,1,1,astar_fixed
7,812,337449,1556.0,2,0.284,0.158,842,819.79,825.35,16.65,5.56,1,1,astar_fixed
7,814,15790,1947.0,2,0.097,0.858,844,826.19,828.66,15.34,2.47,1,1,astar_fixed
7,814,255990,1538.0,2,0.713,0.16,843,825.48,825.84,17.16,0.36,1,1,astar_fixed
7,814,511470,2717.0,2,0.574,1.505,851,835.82,835.82,15.18,0.0,1,1,astar_fixed
7,814,295790,1601.0,2,0.318,1.687,845,835.47,837.37,7.63,1.9,1,1,astar_fixed
7,814,270264,388.0,2,0.099,0.858,844,826.2,826.2,17.8,0.0,1,1,astar_fixed
7,816,516656,1746.0,2,0.53,0.564,846,829.38,831.96,14.04,2.58,1,1,astar_fixed
7,816,529746,3384.0,2,0.213,1.247,845,838.25,838.25,6.75,0.0,1,1,astar_fixed
7,816,542723,3347.0,2,0.713,0.248,845,828.24,828.49,16.51,0.25,1,1,astar_fixed
7,816,101320,2252.0,2,0.565,0.333,846,827.69,831.34,14.66,3.65,1,1,astar_fixed
7,816,119376,544.0,2,0.442,1.616,847,837.64,837.64,9.36,0.0,1,1,astar_fixed
7,816,454030,488.0,2,0.305,1.513,846,837.07,846.98,-0.98,9.92,0,1,astar_fixed
7,816,519179,828.0,2,0.228,1.595,846,836.56,839.02,6.98,2.46,1,1,astar_fixed
7,818,477685,2191.0,2,0.714,0.567,847,832.98,832.98,14.02,0.0,1,1,astar_fixed
7,818,545279,849.0,2,0.715,0.685,847,834.0,834.0,13.0,0.0,1,1,astar_fixed
7,818,359726,958.0,2,0.388,1.042,847,836.61,836.61,10.39,0.0,1,1,astar_fixed
7,818,411410,1556.0,2,0.293,1.034,847,835.16,835.16,11.84,0.0,1,1,astar_fixed
7,818,227056,2514.0,2,0.163,1.025,848,832.18,832.18,15.82,0.0,1,1,astar_fixed
7,818,188802,1299.0,2,0.227,1.618,847,837.81,841.47,5.53,3.66,1,1,astar_fixed
7,818,9425,2170.0,2,0.87,0.877,847,836.97,837.16,9.84,0.19,1,1,astar_fixed
7,818,9426,489.0,2,0.435,0.358,848,828.8,831.88,16.12,3.08,1,1,astar_fixed
7,818,41468,987.0,2,0.916,1.592,854,843.5,845.45,8.55,1.96,1,1,astar_fixed
7,818,229929,2015.0,2,0.91,0.984,849,838.23,843.91,5.09,5.68,1,1,astar_fixed
7,820,459265,3309.0,2,0.265,0.153,851,827.59,829.33,21.67,1.74,1,1,astar_fixed
7,822,451505,1328.0,2,0.376,2.169,851,847.81,847.81,3.19,0.0,1,1,astar_fixed
7,822,295793,3309.0,2,0.14,2.065,857,850.49,850.49,6.51,0.0,1,1,astar_fixed
7,822,356967,1556.0,2,0.073,0.144,853,841.02,844.44,8.56,3.42,1,1,astar_fixed
7,822,209486,1240.0,2,0.734,0.881,853,839.84,845.24,7.76,5.4,1,1,astar_fixed
7,824,329208,4228.0,2,0.289,1.104,853,839.94,839.94,13.06,0.0,1,1,astar_fixed
7,824,480319,745.0,2,0.235,1.372,853,841.77,847.81,5.19,6.03,1,1,astar_fixed
7,824,191703,1204.0,2,0.21,0.634,854,845.04,845.04,8.96,0.0,1,1,astar_fixed
7,824,221292,2039.0,2,0.387,0.533,854,835.89,835.89,18.11,0.0,1,1,astar_fixed
7,824,307057,2426.0,2,0.166,0.991,857,837.92,837.92,19.08,0.0,1,1,astar_fixed
7,824,555607,2514.0,2,0.175,0.323,854,840.45,840.45,13.55,0.0,1,1,astar_fixed
7,826,128437,4770.0,2,0.85,0.111,855,838.23,838.23,16.77,0.0,1,1,astar_fixed
7,826,498355,501.0,2,0.156,1.594,856,845.0,848.54,7.46,3.54,1,1,astar_fixed
7,826,326527,1538.0,2,0.062,1.609,856,844.32,844.32,11.68,0.0,1,1,astar_fixed
7,826,57452,820.0,2,0.273,1.285,856,843.35,843.35,12.65,0.0,1,1,astar_fixed
7,826,51183,2050.0,2,0.48,1.052,857,843.13,843.13,13.87,0.0,1,1,astar_fixed
7,826,152790,1724.0,2,0.986,0.104,856,839.35,843.12,12.88,3.77,1,1,astar_fixed
7,828,98108,607.0,2,0.711,0.774,858,844.73,845.64,12.36,0.9,1,1,astar_fixed
7,828,432659,2141.0,2,0.201,0.555,858,838.48,838.48,19.52,0.0,1,1,astar_fixed
7,828,320993,2854.0,2,0.069,1.872,859,848.64,848.93,10.07,0.29,1,1,astar_fixed
7,828,408754,228.0,2,0.083,1.657,858,846.92,846.99,11.01,0.07,1,1,astar_fixed
7,828,429999,2252.0,2,0.282,2.306,863,854.18,854.18,8.82,0.0,1,1,astar_fixed
7,828,435375,388.0,2,0.707,1.466,858,850.63,859.27,-1.27,8.64,0,1,astar_fixed
7,830,143717,2662.0,2,0.765,1.16,859,850.5,853.25,5.75,2.75,1,1,astar_fixed
7,830,529750,1947.0,2,0.725,2.041,867,857.71,858.62,8.38,0.91,1,1,astar_fixed
7,830,563268,3347.0,2,0.298,1.976,860,853.49,857.18,2.82,3.69,1,1,astar_fixed
7,830,203484,2020.0,2,0.067,0.927,861,842.52,842.52,18.48,0.0,1,1,astar_fixed
7,830,253145,2002.0,2,0.527,0.188,861,840.13,840.22,20.78,0.09,1,1,astar_fixed
7,832,362542,1282.0,2,0.399,2.216,866,858.42,859.79,6.21,1.37,1,1,astar_fixed
7,832,406096,996.0,2,0.812,1.558,869,856.31,856.31,12.69,0.0,1,1,astar_fixed
7,832,221294,2258.0,2,0.808,1.663,868,857.18,857.24,10.76,0.06,1,1,astar_fixed
7,832,511476,2150.0,2,0.259,0.563,861,851.42,851.42,9.58,0.0,1,1,astar_fixed
7,832,351333,1880.0,2,0.51,1.466,862,852.94,852.94,9.06,0.0,1,1,astar_fixed
7,832,261805,2431.0,2,0.677,0.977,862,850.18,852.78,9.22,2.6,1,1,astar_fixed
7,832,490604,2149.0,2,0.181,1.196,863,847.8,850.54,12.46,2.73,1,1,astar_fixed
7,834,179985,2466.0,2,0.044,2.627,869,860.89,860.89,8.11,0.0,1,1,astar_fixed
7,834,241640,226.0,2,0.659,2.427,877,864.45,864.67,12.33,0.22,1,1,astar_fixed
7,834,323755,2106.0,2,0.794,1.525,864,857.88,857.88,6.12,0.0,1,1,astar_fixed
7,834,332020,1771.0,2,0.754,1.874,864,860.53,860.53,3.47,0.0,1,1,astar_fixed
7,836,191706,2191.0,2,0.58,0.597,865,850.09,851.07,13.93,0.98,1,1,astar_fixed
7,836,255992,987.0,2,0.156,0.681,865,854.67,854.79,10.21,0.11,1,1,astar_fixed
7,836,362545,2914.0,2,0.279,2.448,870,863.37,866.98,3.02,3.6,1,1,astar_fixed
7,836,432662,501.0,2,0.165,0.245,865,852.52,853.61,11.39,1.1,1,1,astar_fixed
7,836,419444,3345.0,2,0.788,1.682,866,861.17,864.21,1.79,3.04,1,1,astar_fixed
7,836,392483,849.0,2,0.664,0.671,866,851.44,851.44,14.56,0.0,1,1,astar_fixed
7,836,298560,1538.0,2,0.168,1.432,867,862.03,862.03,4.97,0.0,1,1,astar_fixed
7,838,9432,2854.0,2,0.176,0.654,869,859.76,860.98,8.02,1.23,1,1,astar_fixed
7,838,25540,2170.0,2,0.913,2.12,873,868.0,868.0,5.0,0.0,1,1,astar_fixed
7,838,340279,4228.0,2,0.049,2.211,873,863.31,863.31,9.69,0.0,1,1,astar_fixed
7,838,376319,1299.0,2,0.114,2.305,868,862.74,865.78,2.22,3.05,1,1,astar_fixed
7,840,235810,4770.0,2,0.13,2.967,871,870.54,875.73,-4.73,5.19,0,1,astar_fixed
7,840,532342,3241.0,2,0.808,1.726,869,865.72,865.79,3.21,0.07,1,1,astar_fixed
7,840,397940,537.0,2,0.207,3.774,880,878.12,880.75,-0.75,2.63,0,1,astar_fixed
7,840,535019,1724.0,2,0.126,2.183,876,863.79,863.79,12.21,0.0,1,1,astar_fixed
7,842,15797,2141.0,2,0.27,1.335,872,859.76,859.76,12.24,0.0,1,1,astar_fixed
7,842,427325,2015.0,2,0.072,2.233,877,865.76,868.15,8.85,2.39,1,1,astar_fixed
7,842,28671,1556.0,2,0.248,1.712,872,862.8,864.58,7.42,1.79,1,1,astar_fixed
7,842,44763,1240.0,2,0.784,0.799,872,859.57,859.57,12.43,0.0,1,1,astar_fixed
7,844,411415,2050.0,2,0.064,2.52,878,870.15,877.43,0.57,7.28,1,1,astar_fixed
7,844,545287,1601.0,2,0.661,0.927,873,861.61,861.61,11.39,0.0,1,1,astar_fixed
7,844,143720,3309.0,2,0.058,1.102,874,864.43,868.97,5.03,4.54,1,1,astar_fixed
7,844,392492,1299.0,2,0.025,0.198,874,868.64,875.14,-1.14,6.5,0,1,astar_fixed
7,844,490605,820.0,2,0.463,1.695,874,866.5,870.2,3.8,3.7,1,1,astar_fixed
7,844,545288,2771.0,2,1.102,1.376,879,869.24,877.36,1.64,8.12,1,1,astar_fixed
7,846,238666,272.0,2,0.965,0.506,875,862.61,865.62,9.38,3.01,1,1,astar_fixed
7,846,31851,607.0,2,0.21,0.756,875,858.28,861.44,13.56,3.16,1,1,astar_fixed
7,846,545289,2717.0,2,0.959,1.105,879,867.7,867.7,11.3,0.0,1,1,astar_fixed
7,846,98114,1204.0,2,0.605,1.524,876,868.24,872.39,3.61,4.14,1,1,astar_fixed
7,846,438061,489.0,2,0.114,0.53,877,855.52,857.11,19.89,1.58,1,1,astar_fixed
7,848,247448,2514.0,2,0.463,0.291,877,858.47,859.53,17.47,1.07,1,1,astar_fixed
7,848,472425,2002.0,2,0.188,1.387,878,865.5,865.5,12.5,0.0,1,1,astar_fixed
7,848,542732,5.0,2,0.022,1.299,878,863.32,869.4,8.6,6.08,1,1,astar_fixed
7,850,318168,1593.0,2,0.196,0.523,879,860.16,866.28,12.72,6.12,1,1,astar_fixed
7,850,146740,1328.0,2,0.291,1.057,879,865.55,865.55,13.45,0.0,1,1,astar_fixed
7,850,493203,2020.0,2,1.098,1.003,879,872.01,872.01,6.99,0.0,1,1,astar_fixed
7,850,381600,228.0,2,0.049,2.434,886,875.29,875.96,10.04,0.67,1,1,astar_fixed
7,852,197565,1724.0,2,0.079,0.989,881,876.94,876.94,4.06,0.0,1,1,astar_fixed
7,852,482859,388.0,2,0.191,0.295,881,860.16,862.06,18.94,1.9,1,1,astar_fixed
7,852,563271,2191.0,2,0.613,1.037,882,870.15,870.15,11.85,0.0,1,1,astar_fixed
